"Mainstream National Schools 2009-2010 School Year.",,,,,,,,
"Schools in red have since closed",,,"Enrolment as on 30th September 2009",,,,,
"COUNTY","Roll No.","SCHOOL","ADDRESS 1","ADDRESS 2","TEL. NO.","GIRLS","BOYS","TOTAL"
"CORK CITY","19427R","S N BHREANNDAIN C","AN GHLEANN","CORCAIGH",214504877,99,0,99
"CORK CITY","19588S","SCOIL NAOMH THERESE","BISHOPSTOWN","CORK",214544098,23,15,38
"CORK CITY","19714U","MHUIRE AR CHNOC HAOINE","KNOCKNAHEENY","CORK",214392507,165,191,356
"CORK CITY","19730S","SCOIL OILIBHEIR","BALLINCOLLIE ROAD","BALLYVOLANE",214309171,382,408,790
"CORK CITY","19852J","GAELSCOIL UI RIADA","BAILE AN EASPAIG","CO CHORCAI",214342027,144,114,258
"CORK CITY","19882S","SCOIL AN ATHAIR TADHG O MURCHU","DUGLAS","CORCAIGH",214364193,158,172,330
"CORK CITY","19906G","CORK EDUCATE TOGETHER NS","GRATTAN STREET","CORK",214275640,106,110,216
"CORK CITY","19908K","GAELSCOIL MHACHAN","CARRAIG DUBH","CORCAIGH",214357688,90,79,169
"CORK CITY","19909M","GAELSCOIL PEIG SAYERS","UNIT 42 NORTH POINT BUSINESS PARK","NEW MALLOW ROAD",214309619,50,42,92
"CORK CITY","19993E","GAELSCOIL AN GHOIRT ALAINN","AIBHINNE MURMONT","GORT ALAINN",214551955,141,150,291
"CORK CITY","20036J","NORTH PRESENTATION PRIMARY SCHOOL","GERALD GRIFFIN STREET","CORK CITY.",214307132,155,51,206
"CORK CITY","20038N","SCOIL AISEIRI CHRIOST","FARRANREE,","CORK.",214301383,376,0,376
"CORK CITY","20077A","SCOIL AN SPIORAID NAOMH (BOYS)","BISHOPSTOWN","CORK",214543333,0,368,368
"CORK CITY","20106E","SCOIL NIOCLAIS","FRANKFIELD","GRANGE",214899567,379,418,797
"CORK CITY","20140E","SCOIL MHUIRE FATIMA","NORTH MONASTERY","CORK",214305020,0,236,236
"CORK COUNTY","00467B","BALLINSPITTLE N S","KINSALE","CO CORK",214778239,69,79,148
"CORK COUNTY","00512D","MIDLETON CONVENT N S","MIDLETON","CO CORK",214631593,516,106,622
"CORK COUNTY","01272O","S N CHUAN DOIR","CHUAN DOIR","CO CORK",2833796,29,35,64
"CORK COUNTY","01687U","DROMLEIGH N S","MACROOM","CO CORK",2646212,32,39,71
"CORK COUNTY","01692N","FIRMOUNT MIXED N S","DONOUGHMORE","CO CORK",217337344,72,65,137
"CORK COUNTY","01867W","CASTLELYONS B N S","FERMOY","CO CORK",2536220,71,78,149
"CORK COUNTY","02114B","S N BAILE UI GHIBLIN","MITCHELSTOWN","CO CORK",2524933,68,51,119
"CORK COUNTY","02278I","MILLSTREET CONVENT N S","MILLSTREET","CO CORK",2970957,139,52,191
"CORK COUNTY","02452V","CLOYNE B N S","CLOYNE","CO CORK",214652567,91,102,193
"CORK COUNTY","02803B","BANTEER N S","BANTEER","CO CORK",2956262,54,70,124
"CORK COUNTY","03704E","S N SEAN BAILE MOR","MALLOW","CO CORK",2225611,24,38,62
"CORK COUNTY","04054T","BALLINDANGAN MIXED N S","MITCHELSTOWN","CO CORK",2584654,15,22,37
"CORK COUNTY","04118T","LEAMLARA MIXED N S","LEAMLARA","CO CORK",214642430,46,50,96
"CORK COUNTY","04152T","S N CNOC AN BHILE","UPTON","CO CORK",214775662,50,61,111
"CORK COUNTY","04186N","S N BHIORAINN","BERRINGS","CO CORK",217332101,87,100,187
"CORK COUNTY","04230N","SCOIL NAOMH EOIN","BALLINCURRIG","LEAMLARA",214642222,50,60,110
"CORK COUNTY","04268P","CLOCHAR NA TOIRBHIRTE","DONERAILE","CO CORK",2224512,88,19,107
"CORK COUNTY","04442F","KYLE N S","YOUGHAL","CO CORK",2495198,14,25,39
"CORK COUNTY","04572S","ST JOSEPHS N.S.","KINSALE","CO CORK",214774294,107,23,130
"CORK COUNTY","04578H","BALLYVONGANE MIXED N S","AGHINA","CO CORK",2648188,21,20,41
"CORK COUNTY","04953H","BALLYHASS MIXED N S","CECILSTOWN","MALLOW",2227937,53,73,126
"CORK COUNTY","05257P","PRESENTATION CONVENT","BANDON","CO CORK",2341809,197,3,200
"CORK COUNTY","05477G","LARAGH N S","BANDON","CO CORK",2343313,58,68,126
"CORK COUNTY","05508O","ST COLUMBAS N.S","WITH FACILITY FOR DEAF CHILDREN","DUGHLAS",214893947,539,6,545
"CORK COUNTY","05565D","TRAFRASK MIXED N S","BANTRY","CO CORK",2760201,13,18,31
"CORK COUNTY","05636A","DUNMANWAY MODEL N S","DUNMANWAY","CO CORK",2345034,23,26,49
"CORK COUNTY","05656G","S N AN GHOILIN","SCIOBAIRIN","CO CORK",2835660,22,19,41
"CORK COUNTY","06295F","FREEMOUNT MIXED N S","RATHLUIRC","CO CORK",2228834,40,24,64
"CORK COUNTY","06342L","VICARSTOWN MIXED N S","VICARSTOWN","CO CORK",217332179,47,40,87
"CORK COUNTY","07006A","BALLYCLOUGH MIXED N S","MALLOW","CO CORK",2227857,46,60,106
"CORK COUNTY","07101R","INCHICLOUGH N S","BANTRY","CO CORK",2766331,19,7,26
"CORK COUNTY","07242M","CLOGHROE MIXED N S","BLARNEY","CO CORK",214385547,266,295,561
"CORK COUNTY","07651G","CONVENT OF MERCY","CLONAKILTY","CO CORK",2333050,242,0,242
"CORK COUNTY","08393P","S N RATH DUBH","GRENAGH","CO CORK",214886388,109,100,209
"CORK COUNTY","08430S","SCOIL NAOMH SEOSAMH","SKIBBEREEN","CO CORK",2821804,186,2,188
"CORK COUNTY","08828B","KILCORNEY MIXED N S","RATHCOOLE","MALLOW",2958380,13,16,29
"CORK COUNTY","08972I","CASTLEALACK N S","CHAISLEAN NA LEACHT","BANDON",2343786,28,34,62
"CORK COUNTY","09161W","OUR LADY OF MERCY N S","BANTRY","CO CORK",2751217,196,86,282
"CORK COUNTY","09385V","RATHDUANE N S","RATHMORE","MALLOW",2970401,3,5,8
"CORK COUNTY","09537S","BALLINADEE N S","BANDON","CO CORK",214778554,59,60,119
"CORK COUNTY","09815U","TULLASLEASE MIXED N S","RATHLUIRC","CO CORK",6383205,12,8,20
"CORK COUNTY","09872J","CLOGHOOLA MIXED N S","MILLSTREET","CO CORK",2970432,7,9,16
"CORK COUNTY","10047I","MACROOM CONVENT N S","MACROOM","CO CORK",2641847,208,67,275
"CORK COUNTY","10243I","S N ACHADH EOCHAILLE","ENNISKEAN","CO CORK",2339477,41,22,63
"CORK COUNTY","10499U","KILGARIFFE N S","CLONAKILTY","CO CORK",2334965,12,13,25
"CORK COUNTY","10523O","FERMOY ADAIR N S","FERMOY","CO CORK",2533765,17,23,40
"CORK COUNTY","10548H","ST BRENDANS NATIONAL SCHOOL","BANTRY","CO CORK",2751126,15,11,26
"CORK COUNTY","10724B","SOUTH ABBEY NS","YOUGHAL","CO CORK",2491060,35,26,61
"CORK COUNTY","10739O","BALLINCARRIGA MXD N S","BALLINACARRIGA MXD","DUNMANWAY",2345944,28,24,52
"CORK COUNTY","10771K","COBH N S","BELLEVUE","COBH",214811755,4,18,22
"CORK COUNTY","11236Q","NEWMARKET B N S","NEWMARKET","CO CORK",2960956,0,86,86
"CORK COUNTY","11245R","SN CILL MHIC ABHAIDH","LEAP","CO CORK",2833574,24,27,51
"CORK COUNTY","11249C","BURNFORT N S","MALLOW","CO CORK",2229438,34,63,97
"CORK COUNTY","11262R","DRUIMNE N S","RATHLUIRC","CO CORK",6370268,26,28,54
"CORK COUNTY","11337W","KILMAGNER N S","FERMOY","CO CORK",2536802,23,32,55
"CORK COUNTY","11496T","SEANDROMA B N S","RATHLUIRC","CO CORK",6370236,64,93,157
"CORK COUNTY","11931L","S N IOSEPH","DRINAGH","DUNMANWAY",2830328,14,9,23
"CORK COUNTY","11992I","WHITEGATE MIXED N S","MIDLETON","CO CORK",214661622,64,44,108
"CORK COUNTY","12004A","MALLOW NO 1 N S","SHORTCASTLE","MALLOW",2221990,29,24,53
"CORK COUNTY","12012W","ST LUKES N S DOUGLAS","CORK","CO CORK",214361388,92,130,222
"CORK COUNTY","12015F","LISCARROL N S","MALLOW","CO CORK",2248491,63,56,119
"CORK COUNTY","12041G","ST JOHN THE BAPTIST N S","MIDLETON","CO CORK",214632587,99,120,219
"CORK COUNTY","12147W","S N AN AIRD","CLONAKILTY","CO CORK",2340860,36,32,68
"CORK COUNTY","12169J","TEMPLEBRADY N S","CROSSHAVEN","CO CORK",214831329,38,32,70
"CORK COUNTY","12259K","S N OIR CHEANN","EYERIES","BANTRY",2774418,14,22,36
"CORK COUNTY","12263B","GOGGINSHILL N S","BALLINHASSIG","CO CORK",214885241,73,87,160
"CORK COUNTY","12281D","WALTERSTOWN N S","COBH","CO CORK",214812625,62,60,122
"CORK COUNTY","12292I","CANOVEE MIXED N S","CARRIGADROHID","CO CORK",2648142,66,64,130
"CORK COUNTY","12382J","CURRIGLASS NS","CURRIGLASS","MALLOW",5856707,18,19,37
"CORK COUNTY","12383L","UNION HALL MIXED N S","CORK","CO CORK",2833717,29,37,66
"CORK COUNTY","12395S","RUSHEEN NS","COACHFORD","CO CORK",2642733,42,48,90
"CORK COUNTY","12446J","S N GLEANN NA HULADH","MITCHELSTOWN","CO CORK",2225476,32,50,82
"CORK COUNTY","12447L","BALTYDANIEL N S","MALLOW","CO CORK",2242646,65,81,146
"CORK COUNTY","12456M","TIMOLEAGUE N S","BANDON","CO CORK",2346550,72,60,132
"CORK COUNTY","12505W","KILBARRY N S","MACROOM","CO CORK",2649203,32,29,61
"CORK COUNTY","12598J","ARDAGH BOYS N S","ROSCARBERY","CO CORK",2348777,0,58,58
"CORK COUNTY","12676D","CLOGHEEN MXD N S","CARRIGROHANE","CO CORK",214873241,99,70,169
"CORK COUNTY","12685E","RUSHNACAHARA N S","DURRNS","BANTRY",2767286,7,7,14
"CORK COUNTY","12967O","INCHIGEELA N S","INCHIGEELA","CO CORK",2649197,22,29,51
"CORK COUNTY","13031I","ST JOSEPHS CONVENT N S","RATHLUIRC","CO CORK",6389467,114,109,223
"CORK COUNTY","13095L","S N AN DROMA MHOIR","AGHAVILLE","BANTRY",2831541,33,25,58
"CORK COUNTY","13125R","SCOIL DHAIRBHRE","CLONAKILTY","CO CORK",2334160,40,35,75
"CORK COUNTY","13234W","CLOUGHDUV N S","CLOUGHDUV","CROOKSTOWN",217336548,71,81,152
"CORK COUNTY","13286S","TIRELTON N S MXD","MACROOM","CO CORK",2646362,35,37,72
"CORK COUNTY","13375R","SCOIL BHRIDE","CROS MHATHUNA","BANDON",2344266,115,108,223
"CORK COUNTY","13402R","KNOCKRAHA N S","KNOCKRAHA","CORK",214866727,57,53,110
"CORK COUNTY","13450F","RUSHBROOK CON MERCY N S","COBH","CO CORK",214811019,324,311,635
"CORK COUNTY","13483U","S N ATH NA LIONTA","MALLOW","CO CORK",2229277,44,38,82
"CORK COUNTY","13512B","SCOIL MHUIRE LOURDES 13512B","CARRIGALINE","CO CORK",214371875,0,488,488
"CORK COUNTY","13543M","DERRINACAHARA N S","DUNMANWAY","CO CORK",2355337,34,49,83
"CORK COUNTY","13647B","CASTLEMARTYR N S","CASTLEMARTYR","CO CORK",214667689,73,67,140
"CORK COUNTY","13661S","DUNMANWAY CONVENT N S","DUNMANWAY","CO CORK",2345108,88,7,95
"CORK COUNTY","13662U","DUNMANWAY CONVENT INF","DUNMANWAY","CO CORK",2356820,57,44,101
"CORK COUNTY","13663W","LOWER GLANMIRE N S","GLANMIRE","CO CORK",214866293,82,130,212
"CORK COUNTY","13728B","CASTLETOWNSEND MXD N S","SKIBBEREEN","CO CORK",2836392,59,60,119
"CORK COUNTY","13747F","RIVERSTOWN N S","GLANMIRE","CO CORK",214866233,353,363,716
"CORK COUNTY","13779S","S N DHROM ATHAIN","MALLOW","CO CORK",2243573,86,100,186
"CORK COUNTY","13828F","DOUGLAS B N S","DOUGLAS","CORK",214364938,0,561,561
"CORK COUNTY","13889C","SHANBALLY N S","RINN SCIDE","CO CORK",214378178,100,127,227
"CORK COUNTY","13910N","S N BUN AN TSABHAIRNE","CROSSHAVEN","CO CORK",214831646,178,0,178
"CORK COUNTY","13976U","ST MATTHIAS N S","CHURCH ROAD","BALLYDEHOB",2837500,18,16,34
"CORK COUNTY","14002G","KNOCKACLARIG MXD N S","BROSNA","TRALEE",6844555,17,19,36
"CORK COUNTY","14014N","S N BAILE DEASMUMHAN","MALLOW","CO CORK",6451351,35,38,73
"CORK COUNTY","14022M","COACHFORD N S","COACHFORD","CO CORK",217334542,61,72,133
"CORK COUNTY","14052V","KANTURK B N S","KANTURK","CO CORK",2950768,0,124,124
"CORK COUNTY","14065H","SHERKIN ISLAND N S","BALTIMORE","CO CORK",2820435,3,6,9
"CORK COUNTY","14107U","CASTLETOWNROCHE N S","CASTLETOWNROCHE","CO CORK",2226024,23,39,62
"CORK COUNTY","14116V","KILBRITTAIN MIXED N S","KILBRITTAIN","CO CORK",2349890,89,88,177
"CORK COUNTY","14225D","SCOIL BHRIDE","BALLYDEHOB","CO CORK",2837161,71,66,137
"CORK COUNTY","14227H","KILCOE NS","SKIBBEREEN","CO CORK",2838233,28,34,62
"CORK COUNTY","14303U","S N CLEIRE","OILEAN CHLEIRE","AN SCIOBAIRIN",2839171,3,8,11
"CORK COUNTY","14403B","ST JOHNS  N S","KINSALE","CO CORK",214774502,0,53,53
"CORK COUNTY","14430E","DERRYCREHA N S","BANTRY","CO CORK",2763143,26,23,49
"CORK COUNTY","14433K","ABBEYSTREWRY N S","SKIBBEREEN","CO CORK",2821261,40,41,81
"CORK COUNTY","14726C","KINSALE N S","KINSALE","CO CORK",214774106,28,39,67
"CORK COUNTY","14784Q","DUNMANWAY B N S","DUNMANWAY","CO CORK",2345458,0,96,96
"CORK COUNTY","14813U","ROSCARBERY CON N S","ROSCARBERY","CO CORK",2348023,74,41,115
"CORK COUNTY","14816D","SCOIL LACHTAIN NAOFA","CILL NA MARTRA","CO CHORCAI",2640000,51,56,107
"CORK COUNTY","14839P","CLONDROHID N S","CLONDROHID","CO CORK",2642580,78,97,175
"CORK COUNTY","14993C","S N RAE NA NDOIRI","RAE NA NDOIRI","MAIGH CHROMTHA",2645441,6,7,13
"CORK COUNTY","15010K","SCOIL AN CHROI RO NAOFA","ST ANNE'S ROAD","BLARNEY",214385865,0,139,139
"CORK COUNTY","15011M","S N C BHLARNA","IOSAGAIN","AN BHLARNA",214385504,188,3,191
"CORK COUNTY","15135H","BANTRY BOYS N S","BANTRY","CO CORK",2750477,0,124,124
"CORK COUNTY","15140A","BALLINGREE MXD N S","MACROOM","CO CORK",2642466,9,13,22
"CORK COUNTY","15165Q","BALLINTOTAS N S","CASTLEMARTYR","CO CORK",214667513,68,62,130
"CORK COUNTY","15346U","S N BAILE AN MHUIRNE","CARRIG AN ADHMAID","MAIGH CHROMTHA",2645407,58,64,122
"CORK COUNTY","15380U","DROMAGH MIXED N S","DROMAGH","MALLOW",2956067,24,25,49
"CORK COUNTY","15410D","KILCROHANE N S","DURRUS","BANTRY",2767285,10,14,24
"CORK COUNTY","15484J","GLOUNTHAUNE MIXED N.S.","GLOUNTHAUNE","CO.CORK",214353645,204,231,435
"CORK COUNTY","15516T","CLONPRIEST N S","YOUGHAL","CO CORK",2493722,54,67,121
"CORK COUNTY","15550T","BALLYHEEDA N S","BALLINHASSIG","CO CORK",214885066,67,90,157
"CORK COUNTY","15563F","LISHEEN MIXED N S","SKIBBEREEN","CO CORK",2838481,28,39,67
"CORK COUNTY","15594Q","GRANGE FERMOY N S","FERMOY","CO CORK",2532799,74,87,161
"CORK COUNTY","15597W","MACROOM B N S","MACROOM","CO CORK",2642705,4,133,137
"CORK COUNTY","15646J","COOMHOLA N S","BANTRY","CO CORK",2751173,47,46,93
"CORK COUNTY","15701O","BARTLEMY N S","RATHCORMAC","FERMOY",2536121,46,48,94
"CORK COUNTY","15718I","S N SEOSAMH COBH","COBH","CO CORK",214812424,0,236,236
"CORK COUNTY","15792U","UPPER GLANMIRE N S","SCOIL NAOMH MICHEAL","UPPER GLANMIRE",214308885,116,133,249
"CORK COUNTY","15903D","KILLAVULLEN N S","MALLOW","CO CORK",2226368,51,77,128
"CORK COUNTY","16087E","KEALKIL N S","BANTRY","CO CORK",2766298,43,25,68
"CORK COUNTY","16109L","SCOIL REALT NA MARA","BALLYCOTTON","MIDLETON",214646068,35,65,100
"CORK COUNTY","16128P","MITCHELSTOWN CON N S","MITCHELSTOWN","CO CORK",2524264,259,60,319
"CORK COUNTY","16159D","MALLOW CON N S","MALLOW","CO CORK",2242211,230,11,241
"CORK COUNTY","16246V","DRUMCLUGH N S","BANTRY","CO CORK",2750868,21,25,46
"CORK COUNTY","16259H","KILCOLMAN N S","ENNISKEAN","CO CORK",2339460,32,35,67
"CORK COUNTY","16271U","WATERGRASSHILL N S","WATERGRASSHILL","CO CORK",214889163,105,117,222
"CORK COUNTY","16286K","CARRIGBOY N S","DURRUS","BANTRY",2761399,40,51,91
"CORK COUNTY","16335U","RYLANE N S","CORK","CO CORK",217339143,26,34,60
"CORK COUNTY","16377N","St Marys National School","Orilia Terrace,","Cobh",214812038,326,81,407
"CORK COUNTY","16396R","BOHERBUE N S","BOHERBUE","CO CORK",2976141,75,62,137
"CORK COUNTY","16648S","ATH TREASNA G N S","ATH TREASNA","CO CORK",2960723,89,0,89
"CORK COUNTY","16681Q","SCOIL NA MBRAITHRE","RATHLUIRC","CO CORK",6389544,0,149,149
"CORK COUNTY","16683U","BISHOP MURPHY MEMORIAL SCHOOL","FERMOY","CO. CORK.",2531116,0,123,123
"CORK COUNTY","16684W","SCOIL NA MBRAITHRE","MIDLETON","CO CORK",214633034,0,344,344
"CORK COUNTY","16746S","BALLYGARVAN N S","BALLYGARVAN","CO CORK",214888390,112,173,285
"CORK COUNTY","16863W","DESERTSERGES N S","ENNISKEAN","CO CORK",2347093,12,7,19
"CORK COUNTY","16876I","S N CAIPIN","INISCEIN","CO CHORCAI",2347089,38,36,74
"CORK COUNTY","16885J","ADRIGOLE N S","ADRIGOLE","BANTRY",2760118,9,18,27
"CORK COUNTY","16900C","S N PADRAIG NAOFA B","SKIBBEREEN","CO CORK",2821948,0,103,103
"CORK COUNTY","16901E","S N PADRAIG NAOFA N B","SKIBBEREEN","CO CORK",2821948,0,70,70
"CORK COUNTY","16940O","DUNDAR MHUIGHE N S","KINSALE","CO CORK",214774041,100,108,208
"CORK COUNTY","16945B","LISGRIFFIN N S","BUTTEVANT","CO CORK",2223855,18,26,44
"CORK COUNTY","16955E","S N NA MONA FLICHE","MACROOM","CO CORK",2644077,17,22,39
"CORK COUNTY","17011W","MOCOMHOG N S","CAPPABOY","KEALKIL",2766256,11,15,26
"CORK COUNTY","17050J","S N NAOMH SHEAMUIS","DURRUS","CO CORK",2761330,10,9,19
"CORK COUNTY","17079K","S N CARRAIG AN IME","MACROOM","CO CORK",2644107,7,6,13
"CORK COUNTY","17087J","S N AN CHLOCHAIR","KANTURK","CO CORK",2950021,143,23,166
"CORK COUNTY","17103E","ST MARYS CONVENT G","CARRIGTWOHILL","CO CORK",214883293,311,0,311
"CORK COUNTY","17112F","BALLYHEA N S","BALLYHEA","RATHLUIRC",6381086,59,68,127
"CORK COUNTY","17152R","S N CNOC SCEACH","CLANNA CAOILTE","CO CHORCAI",2338070,57,47,104
"CORK COUNTY","17156C","SCOIL NAOMH AINE","CHARLEVILLE","CO CORK",6389451,185,0,185
"CORK COUNTY","17168J","S N INIS EOGHANAIN","INIS EOGHANAN","CO CHORCAI",214775457,118,154,272
"CORK COUNTY","17171V","S N CUILINN UI CAOIMH","MALA","CO CHORCAI",2979201,27,33,60
"CORK COUNTY","17245B","DRIPSEY N S","DRIPSEY","CO CORK",217334415,41,57,98
"CORK COUNTY","17251T","OVENS N S","OVENS","CO CORK",214872531,149,161,310
"CORK COUNTY","17281F","TOGHER N S","DUNMANWAY","CO CORK",2355322,21,28,49
"CORK COUNTY","17297U","S N FEARGHAIL NAOFA","KILLEAGH","CO CORK",2495250,70,81,151
"CORK COUNTY","17300G","LIOS MAIGHIR","NEWMARKET","CO CORK",2960531,30,40,70
"CORK COUNTY","17323S","MONKSTOWN N S","MONKSTOWN","CO CORK",214842159,111,112,223
"CORK COUNTY","17324U","SCOIL NAOMH BREANDAN","CNOC AN CHUILINN","AN RATH MHOR",6458269,5,9,14
"CORK COUNTY","17338I","S N CILL BONAIN","ATHARLACH","CO CHORCAI",217331730,22,32,54
"CORK COUNTY","17360B","S N MHUIRE","RATH PEACAIN","BLACKPOOL",214394265,145,148,293
"CORK COUNTY","17362F","S N BREANDAN NAOFA","RATHCOOL","MALLOW",2958410,56,54,110
"CORK COUNTY","17363H","SN CROS TSEAIN","BUN AN TABHAIRNE","CORCAIGH",214831681,0,162,162
"CORK COUNTY","17505B","S N CILL RUADHAIN","GLANMIRE","CO CORK",214866044,195,224,419
"CORK COUNTY","17515E","S N ACHADH BOLG","ACHADH AN CHRIOSTE","CO CORCAIGH",217334727,21,30,51
"CORK COUNTY","17527L","SCOIL BHRUGH THUINNE","CHURCHTOWN","MALLOW",2223656,34,29,63
"CORK COUNTY","17528N","S N NAOMH CAITRIONA","CONNAITHE CONNA","CO CORK",5859440,68,60,128
"CORK COUNTY","17533G","S N RATHAIN","MALLOW","CO CORK",2222901,32,65,97
"CORK COUNTY","17579H","S N ATH FHADA","ROSTIALLAIN","CO CORK",214661549,86,96,182
"CORK COUNTY","17600S","S N NA SCAIRTE LEITHE","SALEEN CLOYNE","MIDLETON",214652094,127,169,296
"CORK COUNTY","17602W","S N NAOMH LACHTIN","DOMHNACH MOR","CO CHORCAI",217337248,67,78,145
"CORK COUNTY","17609N","RATHCORMAC N S","RATHCORMAC","CO CORK",2536616,119,106,225
"CORK COUNTY","17639W","SCOIL NA MBRAITHRE","MITCHELSTOWN","CO CORK",2524505,0,229,229
"CORK COUNTY","17667E","S N PADRAIG NAOFA","WHITECHURCH","CO CORK",214884326,145,152,297
"CORK COUNTY","17706L","S N AN MHAOILINN","NEWMARKET","CO CORK",2968103,30,26,56
"CORK COUNTY","17715M","S N RATH A BHARRAIGH","CLONAKILTY","CO CORK",2340651,14,14,28
"CORK COUNTY","17754W","S N NAOMH EOIN B","BALLINCOLLIG","CO CORK",214871321,0,420,420
"CORK COUNTY","17755B","SCOIL NAOMH MHUIRE C","BALLINCOLLIG","CO CORK",214870809,386,0,386
"CORK COUNTY","17761T","S N MHUIRE","ARAGLINN","CILL UIRD",5850513,30,28,58
"CORK COUNTY","17763A","ROCKCHAPEL N S","ROCKCHAPEL NS","MALLOW",2969129,20,22,42
"CORK COUNTY","17765E","S N RE NA SCRINE","ROSCARBERY","CO CORK",2348000,20,30,50
"CORK COUNTY","17790D","CURRAGHAGALLA N S","KILWORTH","CO CORK",2527449,20,20,40
"CORK COUNTY","17794L","S N AN PHAIRC","YOUGHAL","CO CORK",2497282,9,9,18
"CORK COUNTY","17804L","S N CNOC NA MANACH","MINANE BRIDGE","CORK",214887272,65,61,126
"CORK COUNTY","17823P","GLANTANE B N S","GLANTANE","MALLOW",2247101,66,82,148
"CORK COUNTY","17829E","S N ATH AN MHUILLINN","RATHLUIRC","CO CORK",6380210,40,49,89
"CORK COUNTY","17848I","S N MHUIRE","GLEANN AN PHREACHAIN","GLENVILLE",214880261,60,82,142
"CORK COUNTY","17868O","SCOIL FREASTOGAIL MUIRE","FERMOY","CO CORK",2531550,208,83,291
"CORK COUNTY","17887S","S N NAOMH PADRAIG","MALLOW","CO CORK",2222368,0,194,194
"CORK COUNTY","17921P","S N MOING NA MIOL","CLASHBEE","MALLOW",217333163,35,34,69
"CORK COUNTY","17950W","SHANAGARRY N S","SHANAGARRY","MIDLETON",2146461238,53,44,97
"CORK COUNTY","17955J","MUIRE GAN SMAL","CLUAIN DILLEAIN","FERMOY",2532863,35,23,58
"CORK COUNTY","17972J","S N CILL MHUIRE B","LISARDAGH","CO CORK",217336324,57,87,144
"CORK COUNTY","18000W","NAOMH MHUIRE B","CARRIGTWOHILL","CO CORK",214883271,0,270,270
"CORK COUNTY","18020F","S N AN GHARRAIN","UPTON","CO CORK",217331481,35,35,70
"CORK COUNTY","18100D","LISGRIFFIN N S","GOLEEN","SKIBBEREEN",2835311,10,17,27
"CORK COUNTY","18128C","S N MHUIRE MXD","COISCEIM","MALLOW",2976456,34,34,68
"CORK COUNTY","18196T","S N GLEANNAMHAIN","GLANWORTH","CO CORK",2538404,38,55,93
"CORK COUNTY","18246I","S N BAILE MUINE","BALLINEEN","CO CORK",2347583,14,17,31
"CORK COUNTY","18266O","BALLYGOWN NS","BALLYGOWN","MALLOW",2226611,38,48,86
"CORK COUNTY","18279A","St Mary's Church of Ireland N.S","St Mary's Church of Ireland N.S","CARRIGALINE",214371995,103,130,233
"CORK COUNTY","18296A","DROMDHALLAGH N S","DRIMOLEAGUE","CO CORK",2831854,27,31,58
"CORK COUNTY","18301N","S N MHUIRE B","MILLSTREET","CO CORK",2970776,0,73,73
"CORK COUNTY","18316D","S N FHURSA","LADHAR","BANTEER",2958384,44,33,77
"CORK COUNTY","18377A","IOSEF NAOFA","FERMOY","CO CORK",2532284,21,41,62
"CORK COUNTY","18422C","SCOIL NA NOG","GLEANN MAGHAIR","CO CHORCAI",214821204,32,36,68
"CORK COUNTY","18428O","S N BAILE NORA","BAILE NORA","WATERFALL",214871664,131,168,299
"CORK COUNTY","18431D","SN DROICHEAD NA BANDAN","BANDON","CO CORK",2341798,85,86,171
"CORK COUNTY","18444M","S N CLOGACH","CLOGLACH","TIMOLEAGUE",2339225,39,39,78
"CORK COUNTY","18461M","S N MUIRE NA DOIRINI","SKIBBEREEN","CO CORK",2822683,16,24,40
"CORK COUNTY","18468D","SCOIL MHUIRE","CAISLEAN UI DHONNABHAIN","DRIMOLEAGUE",2831844,20,29,49
"CORK COUNTY","18472R","SCOIL CHAITRIONA","BALLYNOE","MALLOW",5859411,39,46,85
"CORK COUNTY","18475A","S N BAILE UI CHROININ","CLOYNE","MIDDLETON",214652181,13,20,33
"CORK COUNTY","18487H","S N NAOMH MHUIRE","FEARANN","CO CHORCAI",217331623,57,52,109
"CORK COUNTY","18491V","S N GARRAN AN EASAIGH","KILLBRITTAIN","CO CORK",2349700,29,27,56
"CORK COUNTY","18497K","LITTLE ISLAND NS","LITTLE ISLAND","CO. CORK",214354087,73,89,162
"CORK COUNTY","18535P","ST. JOHNS GIRLS N S","BALLEA RD","CARRIGALINE",214372005,544,0,544
"CORK COUNTY","18549D","S N CNOC NA CROIGHE","CNOC NA GROIGHE","MALLOW",6456237,46,42,88
"CORK COUNTY","18567F","S N INIS","KILLEAGH","CO CORK",2495490,80,72,152
"CORK COUNTY","18657G","SCOIL NA MBRAITHRE","DONERAILE","CO CORK",2224499,0,72,72
"CORK COUNTY","18659K","LISAVAIRD MXD N S","CLONAKILTY","CO CORK",2334987,32,41,73
"CORK COUNTY","18713N","S N FIONAN NA REANNA","NOHOVAL","BELGOOLY",214887415,40,61,101
"CORK COUNTY","18829J","S N CHOBH CHIONN TSAILE","CIONN TSAILE","CO CHORCAIGH",214774488,95,97,192
"CORK COUNTY","18883P","S N IOSAGAIN","MALA","CO CORK",2242766,96,68,164
"CORK COUNTY","19224D","S N CILLMIN","CILLMIN","COALNACONARTY",2338795,66,96,162
"CORK COUNTY","19249T","BARRYROE NS","LISLEVANE","BANDON",2340381,85,92,177
"CORK COUNTY","19256Q","SCOIL GHOBNATAN","MALLOW","CO CORK",2222192,225,241,466
"CORK COUNTY","19307H","DERRINAGREE N S","DERRINAGREE","MALLOW",2978223,29,21,50
"CORK COUNTY","19342J","SCOIL NAOMH EOIN BAISTE","KILBRIN","KANTURK",2248164,47,36,83
