Campus,Researcher Name,School,Department,Fund,Year Received,Date Received,Title,Total Award,Detailed Sponsor Name,Agency,Category
UCSD,"CHEN, SHAOCHEN                ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,28698A,2010,40525,Surface Plasmon-Assisted Nanolithography                                                                                                              ,138966,National Science Foundation (NSF)(FS),NSF,Space
UCSD,"BROWN, SHELDON GLENN          ",ORGANIZED RESEARCH UNIT,center for research computing arts,87486A,2011,40547,"RAPID: An Interactive ""Human Sensor Web"" for Improved Model Predictions of the Dispersion of the Deepwater Horizon Gulf Oil Spill                     ",43939,NIH (NHGRI) NATL HUMAN GENOME RESEA,NSF,Space
UCSD,"CHA, JENNIFER N",SCHOOL OF ENGINEERING,NANOENGINEERING               ,28745A,2011,40553,CAREER: Engineering Bacteriophage as Amplifiable Platforms for Analysis Sensing and Identification                                                    ,497657,National Science Foundation (NSF)(FS),NSF,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,87515A,2011,40561,Photodefined Micro/Nanostructures for Sensing Applications                                                                                            ,24000,,DOE,Space
UCSD,"LANCKRIET, GERT               ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28744A,2011,40570,CAREER: III: HCC: RI: An integrated framework for multimodal music search and discovery                                                               ,550000,National Science Foundation (NSF)(FS),NSF,Space
UCSD,"MENG, YING SHIRLEY",SCHOOL OF ENGINEERING,NANOENGINEERING               ,31588A,2011,40577,CAREER: Dynamic Phenomena in Complex Oxides During Electrochemical Processes                                                                          ,450000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"GOODWIN, ANDREW PRATT         ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,28772A,2011,40583,Multifunctional Polymer Microbubbles for advanced sentinel Lymph Node Imaging and Mapping                                                             ,149313,,DOD,Space
UCSD,"CHEN, SHAOCHEN                ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,28777A,2011,40584,Collaborative Research: Massive Parallel Laser Direct-Write of  Sub-micron Dent Array for Quantum Leap of Fatigue                                     ,79847,National Science Foundation (NSF)(FS),NSF,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,87325A,2011,40625,"Syntrophic Interactions and Mechanisms Unerpinning Anaerobic Methane Oxidation: Targeted Metaproteogenomics, Single-Cell Protein Detection and Quantit",275406,"(DOE) DEPARTMENT OF ENERGY WASHINGTON, D.C.",DOE,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,83245A,2011,40634,Knowledge-Based Resource for Linking Animal Models to Human Disease                                                                                   ,723691,"NIH (NHLBI) NATL HEART, LUNG & BLOOD INST",NIH,Space
UCSD,"ZHANG, LIANGFANG              ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,27669B,2011,40637,System Approaches to Scale-up of a Novel Biocompatible Drug Delivery Nanoparticles for High-Rate Production                                           ,356000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"CHEN, SHAOCHEN                ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,31586A,2011,40640,NSEC: Center for Scalable and Integrated Nanomanufacturing (SINAM)                                                                                    ,50000,NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,31632A,2011,40652,SLASH: Scalable Large Analytic Segmentation Hybrid                                                                                                    ,1864741,NIH (NINDS) NATL INST OF NEUROLOGIC,NIH,Space
UCSD,"PEVZNER, PAVEL ARKADJEVICH",SCHOOL OF ENGINEERING,COMPUTER SCIENCE & ENGINEERING,23654A,2002,37500,Algorithms & Software for Computational Mass-Spectometr,3597299,NIH NATL CTR RESEARCH RESOURCES ,NIH,Support Staff
UCSD,"SMARR, LARRY L",ORGANIZED RESEARCH UNIT,CALIT2,26415A,2002,37530,ITR:  The OptIPuter                                                                                                                                   ,95587.8,(NSF) NATIONAL SCIENCE FOUNDATION,DOD,Support Staff
UCSD,"LENERT, LESLIE A.",SCHOOL OF MEDICINE,MEDICINE,26290A,2003,37903,Wireless internet Information for Medical Response in D,4155027,NIH (NLM) NATL LIBRARY OF MEDICINE,NIH,Support Staff
UCSD,"LENERT, LESLIE A.",SCHOOL OF MEDICINE,MEDICINE,26290C,2003,37904,Wireless internet Information for Medical Response in D,,NIH (NLM) NATL LIBRARY OF MEDICINE,NIH,Support Staff
UCSD,"ARZBERGER, PETER W. ",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,30161A,2004,38093,NATIONAL BIOMEDICAL COMPUTATION RESOURCE ,,NIH NATL CTR RESEARCH RESOURCES (IN,NIH,Support Staff
UCSD,"ZEIDLER, JAMES R ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,27518A,2004,38148,Space-Time Processing for Tactical Mobile Ad-Hoc Networks  ,5249896,"DA ARMY RESEARCH, DURHAM, N.C. OFFI",DOD,Support Staff
UCSD,"FAINMAN, YESHAIAHU",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28859A,2004,38230,NIRT: Nanophotonics for Optical Delay Engineering,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"PAPADOPOULOS, PHILIP M        ",ORGANIZED RESEARCH UNIT,SAN DIEGO SUPERCOMPUTER CENTER,28864A,2004,38238,"Development of Quartzite, a Campus-wide, Terabit-Class, Field-Programmable, Hybrid Switching Instrument for Comparative Studies of Optical Circuits, P",,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"FOUNTAIN, TONY R.",ORGANIZED RESEARCH UNIT,CALIT2,28909A,2005,38397,Collaborative Research: Automating Scaling and Data Processing in a Network of Sensors: Towards a Global Network ,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"RAO, RAMESH R",ORGANIZED RESEARCH UNIT,CALIT2,31304A,2005,38421,An IT Infrastructure for Responding to the Unexpected                                                                                                 ,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"FAINMAN, YESHAIAHU            ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,33015A,2006,38883,NIRT: Opto-Plasmonic Nanoscope                                                                                                                        ,1191000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"RAO, RAMESH R ",ORGANIZED RESEARCH UNIT,CALIT2,33018A,2006,38978,SGER: The CogNet (Cognitive Complete Knowledge Network) System ,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"ARZBERGER, PETER W.",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,33023A,2006,39000,  Pacific Rim Application and Grid Middleware Assembly  ,3286263,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"ARZBERGER, PETER W.",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,27549A,2007,39107,Distributed Bioinformatics Analysis of Avian (Bird) Flu Using Global Computational Data Grid (Log No. 06292002)                                       ,,DA ARMY MEDICAL RESEARCH ACQUISITIO,DOD,Support Staff
UCSD,"ANNESE, JACOPO",SCHOOL OF MEDICINE,RADIOLOGY,33096A,2007,39252,SGER: Histopathological Examination of the Brain of the Amnesic Patient H.M.                                                                          ,246887,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"FAINMAN, YESHAIAHU",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,27557A,2007,39260,Miniaturization and Optimization of Nanoscale Resonant Osciliators (MONRO)                                                                            ,,DA ARMY MEDICAL RESEARCH ACQUISITIO,DOD,Support Staff
UCSD,"KUESTER, FALKO",SCHOOL OF ENGINEERING,STRUCTURAL ENGINEERING,82865A,2007,39323,Portable Interactive 3D Virtual Reality Training System                                                                                               ,,DN/NAVY MISC BASES & AGENCIES,DOD,Support Staff
UCSD,"FOUNTAIN, TONY R.         ",ORGANIZED RESEARCH UNIT,CALIT2,28149A,2007,39330,SDCI NMI: The Ring Buffer Network Bus (RBNB) Data Turbine Streaming Data Environment. ,956000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"FAINMAN, YESHAIAHU",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,82833A,2007,39353,Two Dimensional Nanohole Array Surface Plasmon Polariton Sensor                                                                                       ,105000,DOD ADVANCED RESEARCH PROJECTS AGENCY (DARPA),DOD,Support Staff
UCSD,"FOUNTAIN, TONY R. ",ORGANIZED RESEARCH UNIT,CALIT2,82960A,2007,39400,"MoveBank: An Integrated Data Collection, Management, and Analysis System for Animal Tracking Research ",640001,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"ASBECK, PETER MICHAEL",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,82869A,2007,39436,Topic NO6-T009 Title High Linearity-High Efficiency Power Amplifiers Based on Digital Signal Processing Techniques and Wide Bandgap Devices - Phase II,,"MAXENTRIC TECHNOLOGIES, LLC",DOD,Support Staff
UCSD,"KIRSH, DAVID JOEL",SOCIAL SCIENCE,COGNITIVE SCIENCE             ,30651A,2007,39446,Using Absence-Causing Symptoms to Monitor Child Health                                                                                                ,421013,NIH (NIBIB) NATL INST OF BIOMEDICAL,NIH,Support Staff
UCSD,"RADIC, STOJAN",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,27761A,2008,39450,Multicast Parametric Synchronous Sampling (MPASS)          ,2962876,DA ARMY MEDICAL RESEARCH ACQUISITIO,DOD,Support Staff
UCSD,"FAINMAN, YESHAIAHU",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,25637A,2008,39506,Nanophotonic technology for optical filtering applications ,225000,(UCSB) UC SANTA BARBARA ,DOD,Support Staff
UCSD,"HODGKISS, WILLIAM S.",SCRIPPS INSTITUTION OF OCEANOGRAPHY,MARINE PHYSICAL LABORATORY,28030H,2008,39510,V Joint Tactical Radio System (JTRS) Software Defined Radio (SDR) and Wireless Networking Technology Development and Testing                          ,,DN (SPAWAR) SPACE & NAVAL WARFARE S,SPAWAR,Support Staff
UCSD,"STEPNOWSKY, CARL J.",SCHOOL OF MEDICINE,MEDICINE,83498A,2008,39561,Enabling Sleep Apnea Patient-Centered Care Via an Internet Intervention                                                                               ,,VETERANS MEDICAL RESEARCH FOUNDATIO,NIH,Support Staff
UCSD,"STEPNOWSKY, CARL J.",SCHOOL OF MEDICINE,MEDICINE,83498B,2008,39561,Enabling Sleep Apnea Patient-Centered Care Via an Internet Intervention                                                                               ,,PHS (AHRQ) AGENCY FOR HEALTHCARE RESEARCH AND QUAL,NIH,Support Staff
UCSD,"FAINMAN, YESHAIAHU            ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,82846A,2008,39615,Si Nanophotonics for on-chip communications                                                                                                           ,460000,DOD ADVANCED RESEARCH PROJECTS AGENCY (DARPA),DOD,Support Staff
UCSD,"RADIC, STOJAN",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,25639A,2008,39640,BANDED VS CHANNELIZED TRANSMISSION IN SPECTRALLY EFFICIENT NONLINEAR OPTICAL LINKS              ,89200,DOD ADVANCED RESEARCH PROJECTS AGEN,DOD,Support Staff
UCSD,"ORCUTT, JOHN A.",SCRIPPS INSTITUTION OF OCEANOGRAPHY,INSTITUTE OF GEOPHYSICS & PLANETARY PHYSICS,28875A,2008,39664,Collaborative Research: Looking Ahead:  Designing the Next Generation Cyber-infrastructure to Operate Interactive Ocean Observatories                 ,1597220,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"RADIC, STOJAN",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,27250A,2008,39666,Cavitless Source Tuning (CAST): Scalable Monolithic Approach       ,196700,(ONR) OFFICE OF NAVAL RESEARCH,DOD,Support Staff
UCSD,"WOOLEY, JOHN C.",ORGANIZED RESEARCH UNIT,CALIT2,83093A,2008,39671,A Tool for Geospatial Analysis and Physical Activity                                                                                                  ,4525959,SCRIPPS CLINIC AND RESEARCH FOUNDAT,NIH,Support Staff
UCSD,"MOVELLAN, JAVIER R.",ORGANIZED RESEARCH UNIT,INSTITUTE FOR NEURAL COMPUTATION,27891A,2008,39686,INT2-Large: Collaborative Research: Developing Social Robots                                                                                          ,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"LI, WEIZHONG                  ",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,25281A,2008,39693,CD-HIT: A Fast Program to Cluster and Compare Large Sets of Biological Sequences                                                                      ,,,NIH,Support Staff
UCSD,"LI, WEIZHONG",ORGANIZED RESEARCH UNIT,CALIT2,23872A,2008,39693,CD-HIT: A Fast Program to Cluster and Compare Large Sets of Biological Sequences                                                                      ,870376,NIH NATL CTR RESEARCH RESOURCES (IN,NIH,Support Staff
UCSD,"LO, YU-HWA",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,27579A,2008,39702,Miniature Camera for Minimally Invasive Surgery and Notes                ,200000,DA ARMY MEDICAL RESEARCH ACQUISITIO,DOD,Support Staff
UCSD,"SCHULZE, JURGEN PETER",ORGANIZED RESEARCH UNIT,CALIT2,28452A,2008,39702,Metadata-Driven Approach to Discovery-Oriented Exploration of Massive Data Sets                                                                       ,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"PEVZNER, PAVEL ARKADJEVICH",SCHOOL OF ENGINEERING,COMPUTER SCIENCE & ENGINEERING,24051A,2008,39711,Center for Computational Mass-Spectrometry                                                                                                            ,3047735,NIH NATL CTR RESEARCH RESOURCES (IN,NIH,Support Staff
UCSD,"VARDY, ALEXANDER",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,26879A,2008,39714,"Collaborative Research: CDI-Type I: Realizing the Ultimate Potential of List Error-Correction: Theory, Practice, and Applications ",332500,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"MAKEIG, SCOTT                 ",ORGANIZED RESEARCH UNIT,INC Institute for Neural Compu,27259A,2008,39743,Mobile brain imaging: Monitoring the brain dynamics of motivated action                                                                               ,2842059,(ONR) OFFICE OF NAVAL RESEARCH,DOD,Support Staff
UCSD,"FAINMAN, YESHAIAHU",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,25641A,2009,39847,Silicon-based Filter Tunable by Frequency Transformation (Si (FT)^2),1550000,DOD ADVANCED RESEARCH PROJECTS AGEN,DOD,Support Staff
UCSD,"FAINMAN, YESHAIAHU",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,82992A,2009,39854,Center for Integrated Access Networks(CIAN),1650000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"HODGKISS, WILLIAM S.",SCRIPPS INSTITUTION OF OCEANOGRAPHY,MARINE PHYSICAL LABORATORY,28058B,2009,39912,Joint Tactical Radio System (JTRS) Software Defined Radio (SDR) and Wireless Networking Technology Development and Testing                            ,,DN (SPAWAR) SPACE & NAVAL WARFARE S,SPAWAR,Support Staff
UCSD,"RADIC, STOJAN                 ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,16019S,2009,40001,Parametric Channelizer and Fast Synthetic Filtering Device                                                                                            ,418000,DN (SPAWAR) SPACE & NAVAL WARFARE S,SPAWAR,Support Staff
UCSD,"KUESTER, FALKO ",SCHOOL OF ENGINEERING,STRUCTURAL ENGINEERING,87107A,2009,40018,Multiuser Portable Virtual Reality Training Simulator for Submarines ,,DN NAVAL UNDERSEA WARFARE CENTER,DOD,Support Staff
UCSD,"PATRICK, KEVIN M",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,23451A,2009,40035,SMART: A Social and Mobile Weight Control Program for Young Adults                                                                                    ,,"NIH (NHLBI) NATL HEART, LUNG & BLOO",NIH,Support Staff
UCSD,"RAO, RAMESH R",ORGANIZED RESEARCH UNIT,CALIT2,87118A,2009,40038,"SBIR Phase I: 60 GHZ Wide Band, Local Radio (WBLR)                                                                                                    ",,DA ARMY ENGINEER RESEARCH AND DEVELOPMENT LABS.,DOD,Support Staff
UCSD,"PAPEN, GEORGE C.",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,25248A,2009,40058,MRI: Development of a Scalable Energy Efficient Datacenter (SEED)                                                                                     ,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"RAO, RAMESH R",ORGANIZED RESEARCH UNIT,CALIT2,25253A,2009,40064,Cognitive Opportunistic Communications and Cognitive Cross-layer Protocol Stack Design                                                                ,,Department of Defense (DOD) (FD),DOD,Support Staff
UCSD,"GRISWOLD, WILLIAM G",SCHOOL OF ENGINEERING,COMPUTER SCIENCE & ENGINEERING,25336A,2009,40078,WIISARD SAGE: Self-Scaling Systems for Mass Casualty Management                                                                                       ,,NIH (NLM) NATL LIBRARY OF MEDICINE,NIH,Support Staff
UCSD,"TRIVEDI, MOHAN M.             ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,25593A,2009,40080,Understanding Attention Switching with Visual and Audio Cues in Time-Safety Critical Situations                                                       ,80000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"TRIVEDI, MOHAN M.             ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,25719A,2009,40164,Towards Learning and Prediction of Driver Cognitive States and intents for Active Safety                                                              ,15000,(UCB) UC BERKELEY,DOE,Support Staff
UCSD,"PATRICK, KEVIN M ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,83309A,2010,40197,Information Technology for Comparative Effectiveness Research ,,NIH (NCI) NATL CANCER INST,NIH,Support Staff
UCSD,"BEG, FARHAT N.                ",ORGANIZED RESEARCH UNIT,CER Center for Energy Research,87174A,2010,40266,Fast Ignition Inertial Fusion Studies                                                                                                                 ,110500,(DOE) DEPARTMENT OF ENERGY/MISC OFFICES AND PROGRA,DOE,Support Staff
UCSD,"GARFEIN, RICHARD S            ",SCHOOL OF MEDICINE,MEDICINE,25934A,2010,40269,Mobile Phone-Based Video Directory Observed Therapy for Tuberculosis                                                                                  ,416743,NIH (NIAID) NATL INST OF ALLERGY & ,NIH,Support Staff
UCSD,"CHAN, THEODORE CRAIG          ",SCHOOL OF MEDICINE,Emergency Medicine,27399A,2010,40315,UCSD Beacon Collaborative                                                                                                                             ,15275115,HHS OFFICE OF THE SECRETARY,NIH,Support Staff
UCSD,"RADIC, STOJAN                 ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,87184A,2010,40316,RADER (Statement of Work for UCSD)                                                                                                                    ,1444766,DOD ADVANCED RESEARCH PROJECTS AGENCY (DARPA),DOD,Support Staff
UCSD,"DEFANTI, THOMAS A             ",ORGANIZED RESEARCH UNIT,CALIT2,27432A,2010,40330,Project Greenlight Workshop for MSI-CIEC: Greening and Growing Campus Cyberinfrastructure for Minority-Serving Institutions.                          ,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
UCSD,"MAKEIG, SCOTT                 ",ORGANIZED RESEARCH UNIT,INC Institute for Neural Compu,87237A,2010,40347,"Individualized Neuroergonomic Monitoring of Cognitive State, Appraisal and Intent                                                                     ",1802397.97,"DA ARMY RESEARCH LABORATORY(ARL,INCL ARMY RESEARCH",DOD,Support Staff
UCSD,"PEVZNER, PAVEL ARKADJEVICH",SCHOOL OF ENGINEERING,COMPUTER SCIENCE & ENGINEERING,25233A,2010,40368,Center for Computational Mass-Spectrometry ,3047735,NIH NATL CTR RESEARCH RESOURCES (IN,NIH,Support Staff
UCSD,"OHNO-MACHADO, LUCILA          ",SCHOOL OF MEDICINE,MEDICINE,28283A,2010,40438,"iDASH: Integrating Data for Analysis, Anonymization, and Sharing                                                                                      ",16762231,"NIH (NHLBI) NATL HEART, LUNG & BLOO",NIH,Support Staff
UCSD,"TRIVEDI, MOHAN M.             ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,31541A,2011,40630,"CAL-Sentry:  Computational Framework and Algorithms for Live-Video=Sensor Stream Assimilation and Analysis for Congestion, Emission and Safety Studies",146379,DOT RESEARCH AND INNOVATIVE TECHNOLOGY ADMINISTRAT,DOT,Support Staff
UCSD,"WIENHAUSEN, GABRIELE KATHA",BIOLOGICAL SCIENCE,BIOLOGICAL SCIENCE DEAN'S OFFICE,28142A,,,Pacific Rim Experiences for Undergraduates: Creating a Persistent Model for International Undergraduate Research,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Support Staff
,,,,,,,, ,,,
